측정시간,설비ID,센서위치,RMS_velocity_mm_s,Peak_acceleration_g,Kurtosis,Crest_factor,온도_C,RPM,상태
2024-01-01 00:40:00,PUMP-001,Housing,1.738413500182858,1.3538791090143352,3.243994225957736,4.781125402775226,37.70563990297862,1495.1357909418855,주의
2024-01-01 00:41:00,PUMP-001,NDE_Bearing,1.1078390916821517,1.6845510335829275,4.8312084139471025,5.760622898022854,47.52720668046963,1512.2672202311683,정상
2024-01-01 00:42:00,MOTOR-002,NDE_Bearing,1.3466482930598056,2.0786595524076614,5.563083944037501,5.614576668741089,52.45946945506768,1553.050942735746,주의
2024-01-01 00:43:00,FAN-001,DE_Bearing,2.058165547822042,1.5496475456497742,4.157606393988096,5.641391460468777,43.30862016101575,1456.3157740990337,주의
2024-01-01 00:44:00,FAN-001,NDE_Bearing,2.3364389159424785,2.035123228653456,4.336240164553862,4.172152732475184,43.01076266823558,1533.561619474284,주의
2024-01-01 00:45:00,FAN-001,NDE_Bearing,2.3164551817650314,1.3312149074715427,3.2311939567482226,5.549697391131549,43.785046317473295,1461.9519354183788,주의
2024-01-01 00:46:00,FAN-001,DE_Bearing,1.8776708706362424,1.63440926084786,3.25370597553842,3.2672414272143073,50.55297121182544,1507.147437944282,주의
2024-01-01 00:47:00,PUMP-001,DE_Bearing,2.8063900918334586,1.5567825185054418,3.3797386167918013,4.521456543368141,42.36083142613871,1444.9338423033025,경고
2024-01-01 00:48:00,MOTOR-002,Housing,1.353276846329318,1.2173054930348475,3.5054119706591194,3.774035133280684,44.54525877805438,1541.184317670747,주의
2024-01-01 00:49:00,MOTOR-002,NDE_Bearing,1.4744154840714387,1.356353240359573,4.615706524609291,3.170456522412083,50.430436167822876,1508.1648371555532,주의
2024-01-01 00:50:00,PUMP-001,Housing,0.6483114605620975,2.192435368481616,3.764618441196893,4.915942200007233,42.310695495061694,1512.5277967251734,정상
2024-01-01 00:51:00,MOTOR-002,Housing,1.6540333382914039,1.3482898882183574,3.2781418284609463,3.2940933210337286,51.24193469386924,1524.840467415744,주의
2024-01-01 00:52:00,PUMP-001,DE_Bearing,2.1457751647341707,0.9533113680609319,5.115296574439888,3.4272728806556203,43.642493574931414,1491.856474456018,주의
2024-01-01 00:53:00,FAN-001,Housing,1.9160339285249113,1.3527522913184595,8.291624652964092,3.313269438699129,45.71744956630877,1448.1786492143535,주의
2024-01-01 00:54:00,PUMP-001,NDE_Bearing,1.3537992503339806,1.2154784418553137,3.814829464526956,5.994413236258378,50.74781910519006,1446.8862220089306,주의
2024-01-01 00:55:00,FAN-001,DE_Bearing,2.3818046069504164,1.688719376110884,3.9284694826539037,3.188220432415163,50.6049502197686,1516.5111441467043,주의
2024-01-01 00:56:00,FAN-001,NDE_Bearing,1.6724781553075383,1.7667336646888874,3.2969691591497354,3.8810048359784037,44.36514412018005,1492.0160023549063,주의
2024-01-01 00:57:00,MOTOR-001,NDE_Bearing,2.3131762625291374,1.6488909908714002,3.7018060806331574,5.028959296311182,41.90082520721785,1536.180642357955,주의
2024-01-01 00:58:00,PUMP-001,DE_Bearing,2.0768165871406885,1.3421976739384822,3.6874720609630165,5.544339115966798,53.469389635199654,1501.4675833733024,주의
2024-01-01 00:59:00,MOTOR-001,NDE_Bearing,2.9902192072858824,1.5248643454498654,6.601518345870348,4.900022852426252,45.2902775455943,1520.0915113132667,경고
2024-01-01 01:00:00,PUMP-001,DE_Bearing,1.965061369879637,1.381303378141999,4.309976276702775,6.006137490627539,48.549356765799615,1527.8042645120436,주의
2024-01-01 01:01:00,PUMP-001,NDE_Bearing,2.182137048956424,1.030245705265874,4.757648522420954,4.090973882606949,49.88788046639921,1527.2383303123452,주의
2024-01-01 01:02:00,MOTOR-001,DE_Bearing,1.6779589749546324,1.4633438058648034,3.3745367312039387,4.49507981401592,42.759658410079965,1493.1145082349171,주의
2024-01-01 01:03:00,MOTOR-001,Housing,1.4285736102239819,3.1377946032532242,3.780265939599986,5.544178726544301,39.807581083003974,1503.0254848294558,주의
2024-01-01 01:04:00,PUMP-001,NDE_Bearing,2.087783765776556,1.1542280888916083,3.4570872761337337,5.126574633779622,49.363665558350824,1525.0161790345019,주의
2024-01-01 01:05:00,MOTOR-002,DE_Bearing,3.090136604394652,0.9391657874455759,5.215525813696829,3.724888589550914,39.28986256744967,1507.7411839580088,경고
2024-01-01 01:06:00,FAN-001,NDE_Bearing,1.372606970351163,2.2370217781040327,3.416981487489839,4.579892429053915,41.41574827759941,1447.1386299188798,주의
2024-01-01 01:07:00,MOTOR-001,NDE_Bearing,1.5780250556170705,1.7145148003699957,3.8330683488230326,6.012965785292067,49.63990611623186,1435.248625204259,주의
2024-01-01 01:08:00,FAN-001,NDE_Bearing,1.7526741739223148,1.6486349782038259,3.3139927989553826,5.675352760909983,48.294370879438034,1481.9429893562738,주의
2024-01-01 01:09:00,MOTOR-002,DE_Bearing,2.255808044345502,1.3871387212157795,4.268352431654061,3.6628855527445143,48.07660150114983,1528.3159700165347,주의
2024-01-01 01:10:00,MOTOR-002,Housing,1.981702636243804,1.6219910559352928,3.9236272819105533,3.628021861265811,43.84894950960224,1500.7933791943456,주의
2024-01-01 01:11:00,MOTOR-002,Housing,2.4653907600631033,1.5506853481697105,3.958637812645722,5.575033165951542,52.48425797415301,1547.7852631136655,주의
2024-01-01 01:12:00,MOTOR-001,Housing,3.722233896149678,2.182228949835792,3.380255880121531,3.687715156006969,41.769747058285,1524.0749278204466,경고
2024-01-01 01:13:00,MOTOR-002,DE_Bearing,1.3691156137375184,1.9617031703502619,3.9981386540836783,4.4505784166756355,36.24075890999666,1460.5115858106444,주의
2024-01-01 01:14:00,MOTOR-001,Housing,2.1974932562802394,1.8039310062781073,4.109772555883157,3.635661228158724,37.694446473615244,1530.6063692443804,주의
2024-01-01 01:15:00,MOTOR-002,DE_Bearing,1.968895587127077,1.2889753040959688,6.576195317372338,3.1385454593657958,46.84293725572438,1463.6159647184802,주의
2024-01-01 01:16:00,FAN-001,NDE_Bearing,1.7570508487719867,1.637285942181992,3.320961597663011,5.7219357734014515,45.993351774331146,1550.085913092674,주의
2024-01-01 01:17:00,FAN-001,NDE_Bearing,2.1979325900860034,1.3160733674573577,5.850904900561748,5.433902493515607,49.80252139344463,1515.6229044436204,주의
2024-01-01 01:18:00,PUMP-001,Housing,1.5798812795044053,2.1474863595742972,3.947238712797218,4.509815113105708,49.31668925555318,1543.10080616486,주의
2024-01-01 01:19:00,FAN-001,DE_Bearing,1.9753501766958097,1.2876808254280063,3.5334876106529522,3.5779437659341045,45.87342497871549,1516.5305259155439,주의
2024-01-01 01:20:00,PUMP-001,NDE_Bearing,1.0784857603537097,1.4971919759472079,4.396336011220652,5.519613069834303,39.28429304120081,1499.711480651016,정상
2024-01-01 01:21:00,FAN-001,DE_Bearing,1.4305719290484373,1.1773263471803572,4.032374700460716,4.179611147470991,43.33663269574845,1504.4417014024943,주의
2024-01-01 01:22:00,MOTOR-001,DE_Bearing,2.6094580702964345,1.3677941283481776,3.565123892476309,5.088502329321574,43.720456486348716,1474.0584851697247,주의
2024-01-01 01:23:00,FAN-001,NDE_Bearing,2.572352057738583,1.3661451148510988,4.297102188280374,4.053879811570823,54.130132276872644,1506.4022046946257,주의
2024-01-01 01:24:00,PUMP-001,DE_Bearing,1.9339414037463332,1.4992776898306677,3.9558550716999803,4.401795495334221,45.57104748726053,1503.595431901348,주의
2024-01-01 01:25:00,PUMP-001,NDE_Bearing,1.4815167309446826,1.2427051197049725,4.486213081015878,4.712483390716833,51.198812195480336,1516.809970238441,주의
2024-01-01 01:26:00,MOTOR-002,NDE_Bearing,2.400760211042566,2.1582803261606553,4.489802569531942,5.393246423068562,47.120194268333066,1493.4586130630205,주의
2024-01-01 01:27:00,MOTOR-001,NDE_Bearing,2.811952265498306,1.4928383170974824,3.9651740853448505,5.604529007595023,45.72012494458075,1474.014705069266,경고
2024-01-01 01:28:00,FAN-001,DE_Bearing,1.5074596078463964,1.3690646682031076,3.823936770597837,4.440085018024403,43.76940606545472,1499.8310492437074,주의
2024-01-01 01:29:00,MOTOR-002,NDE_Bearing,1.0318268671981075,1.9215966043553165,3.3970191834633896,3.8096825602160873,48.71476888990797,1474.7281139946608,정상
2024-01-01 01:30:00,FAN-001,DE_Bearing,2.084870188784642,2.805752003450635,4.015941566399823,3.5726233443823663,41.05341793791258,1472.9211979639667,주의
2024-01-01 01:31:00,FAN-001,NDE_Bearing,2.4889955810654345,1.4212655771612321,3.6168969593456937,4.135027936551203,45.98191055696053,1462.2018284471071,주의
2024-01-01 01:32:00,MOTOR-002,NDE_Bearing,2.1993572632315286,1.481922623519541,3.3963845729012374,5.5192394713984,46.6937241511522,1496.0259033234138,주의
2024-01-01 01:33:00,MOTOR-002,Housing,3.198385671023154,1.311655040215992,3.7460133986173574,3.9369348635381276,47.15307174757866,1503.767168347347,경고
2024-01-01 01:34:00,MOTOR-002,Housing,3.2046926710979835,1.8785995319148645,3.4397894583814868,3.2586453038940415,41.978181174681836,1483.5342831942573,경고
2024-01-01 01:35:00,MOTOR-002,Housing,1.5763080664376046,2.032239962888496,4.218417124655133,4.810005286178521,44.25606609124364,1511.111561797185,주의
2024-01-01 01:36:00,MOTOR-002,DE_Bearing,1.903584354344084,1.5677361331334803,4.05530498307302,3.2191050860487582,47.75147042242107,1497.2613291230598,주의
2024-01-01 01:37:00,FAN-001,DE_Bearing,1.4710780001032884,1.4222100286330748,4.930322533603582,5.774122328023621,47.326726913820835,1489.652727163898,주의
2024-01-01 01:38:00,MOTOR-002,NDE_Bearing,1.2158852545452672,1.8252220937546944,3.672749521166248,5.154606523388341,52.489135678872586,1532.4605664434978,주의
2024-01-01 01:39:00,MOTOR-001,NDE_Bearing,1.242950706563665,1.9282256466774073,3.8289616045731596,3.8920347732990934,45.205421337226554,1481.481650928206,주의
2024-01-01 01:40:00,PUMP-001,NDE_Bearing,2.3189433045924264,2.3967375625677234,4.5355060105637675,4.529842230088448,40.346152803039786,1490.2352315299136,주의
2024-01-01 01:41:00,MOTOR-002,NDE_Bearing,1.9847084504014785,1.3806846610723646,8.324846964535768,5.3412825801062525,43.91795094111471,1509.1093035507913,주의
2024-01-01 01:42:00,MOTOR-002,DE_Bearing,2.4783818447042565,1.9925455625077746,5.719252304611995,5.871743282359524,41.01715679188233,1522.1950821567364,주의
2024-01-01 01:43:00,FAN-001,NDE_Bearing,4.664482772073088,1.644876490212831,4.112929442819682,5.74910803549159,54.15073570706063,1468.478215803705,경고
2024-01-01 01:44:00,MOTOR-002,NDE_Bearing,2.1404430216116697,1.0558848930876803,4.513430940547857,3.335391517934566,50.295279690218,1503.6228050814266,주의
2024-01-01 01:45:00,MOTOR-002,Housing,1.3308584001504893,2.386833977868227,4.14264811520723,3.371266265542319,48.07603961851669,1498.0489223079874,주의
2024-01-01 01:46:00,MOTOR-002,NDE_Bearing,2.6232891854130274,1.7336306246816675,3.9572341969877063,4.922054043435665,48.27960677720333,1520.7692667973254,주의
2024-01-01 01:47:00,FAN-001,NDE_Bearing,1.3240213816872235,1.879213754544864,4.311807353110562,4.619406818552296,45.93113795835819,1481.3037218122463,주의
2024-01-01 01:48:00,MOTOR-002,NDE_Bearing,3.448858340569298,2.054907829465225,3.8814218864822814,4.009760598927518,39.511880992691296,1500.7103544038935,경고
2024-01-01 01:49:00,PUMP-001,DE_Bearing,0.8813022956091209,1.8781138686384422,3.724691266901014,6.0604944544159185,44.149715746180576,1548.781642296262,정상
2024-01-01 01:50:00,FAN-001,Housing,1.4579535478223615,1.2759434174924178,4.622054950906206,5.371797209826896,34.335897607366626,1487.518753324696,주의
2024-01-01 01:51:00,PUMP-001,NDE_Bearing,2.24858987071213,1.920712496323207,5.457552658782131,5.19596412317455,49.817683823381635,1533.528329884595,주의
2024-01-01 01:52:00,FAN-001,NDE_Bearing,2.7756283816931284,1.8367726536902214,3.7447789578463553,3.679011562322913,47.03769190156089,1489.3930807734187,주의
2024-01-01 01:53:00,MOTOR-002,Housing,1.3936301003054201,1.0900077226492846,4.6352970718449935,3.987820742615568,46.74780801140533,1496.276806954615,주의
2024-01-01 01:54:00,PUMP-001,NDE_Bearing,1.3066694671463557,2.499177782532838,3.980280358074846,4.95208457943351,42.78567297542193,1488.4861377263283,주의
2024-01-01 01:55:00,FAN-001,DE_Bearing,1.8875532574876825,1.481436950164073,3.773729380301237,5.524813182058123,45.8892594154572,1469.606252486656,주의
2024-01-01 01:56:00,MOTOR-001,NDE_Bearing,3.6771410012698302,2.0977251659016,4.387553419719823,5.9321948763217005,49.4088527066825,1469.9101174406394,경고
2024-01-01 01:57:00,MOTOR-002,DE_Bearing,1.0310518884365365,1.5004231367481558,6.223694885281171,5.233179246210397,48.378978997219235,1519.6194022178795,정상
2024-01-01 01:58:00,FAN-001,DE_Bearing,1.5950269175606586,1.4322720351364486,3.8563228523226205,4.396889247887766,40.95076205026443,1484.7557153905357,주의
2024-01-01 01:59:00,MOTOR-001,NDE_Bearing,1.9715095052681797,1.6021786344965963,4.850805841337417,5.2151858489456,42.95645036866404,1478.4268620970713,주의
2024-01-01 02:00:00,FAN-001,Housing,1.342079747061073,2.8369234774875296,3.8066588259478227,3.350447035654045,49.76093591338168,1479.9629074683169,주의
2024-01-01 02:01:00,MOTOR-001,DE_Bearing,1.3413957175486961,2.756941123052657,5.060622478587437,4.944132803372418,45.10927626367367,1451.794088096943,주의
2024-01-01 02:02:00,MOTOR-002,Housing,1.646610725637445,1.4395445215575107,4.861579654181965,5.828716921383909,55.50258913421753,1481.1360171878973,주의
2024-01-01 02:03:00,PUMP-001,NDE_Bearing,1.9993099398358978,2.254057090642018,4.888250338298965,5.056634310885761,41.639554202890466,1493.843114754523,주의
2024-01-01 02:04:00,MOTOR-001,DE_Bearing,1.671712622639818,1.6528382241979798,9.51858525601182,3.1693625178011384,45.50862520659751,1471.1987939034402,주의
2024-01-01 02:05:00,FAN-001,NDE_Bearing,3.1107541793822624,2.768520703037842,3.5944741661325788,5.231240463133114,44.60874149601229,1509.1899043402104,경고
2024-01-01 02:06:00,MOTOR-002,Housing,2.2383627682163727,2.204867120591517,3.938251908515589,5.327951284491863,45.40747550604597,1495.5908364820616,주의
2024-01-01 02:07:00,MOTOR-001,NDE_Bearing,2.071355536470323,1.766827627570383,4.445096954662449,4.773236533435932,41.588155221779616,1478.3039011955077,주의
2024-01-01 02:08:00,FAN-001,NDE_Bearing,2.637434514957862,1.6841679006066834,4.3441792903495955,5.59873829051002,37.27796290578684,1505.0900517890823,주의
2024-01-01 02:09:00,FAN-001,DE_Bearing,2.086806248157142,1.9229318769538066,4.971186866458062,3.7582662412257206,49.35949170857739,1499.762688951251,주의
2024-01-01 02:10:00,FAN-001,NDE_Bearing,1.5331915963328988,1.865182489801122,3.5049621797390316,4.379242146831296,53.982254292280686,1521.677616892919,주의
2024-01-01 02:11:00,MOTOR-001,NDE_Bearing,1.637209763332716,1.276104337933493,4.680592146023394,5.57597097577967,44.21817864434875,1460.337624381908,주의
2024-01-01 02:12:00,MOTOR-001,NDE_Bearing,1.203521771566371,1.7449220768032083,4.8007011881123365,4.965183896336528,47.97703155414131,1546.22941818509,주의
2024-01-01 02:13:00,MOTOR-001,DE_Bearing,3.8314736925541997,1.4201710152367317,3.5280781789963624,6.138105973411423,45.72206377691297,1492.6142183982492,경고
2024-01-01 02:14:00,PUMP-001,Housing,2.5482822715186213,1.463330639701177,4.241368787420306,3.3636931135675483,45.693954606605224,1524.232425639217,주의
2024-01-01 02:15:00,MOTOR-001,Housing,0.7490303978449233,2.1993937216964694,3.7513801922532255,3.889717494686567,43.51091247082123,1466.3059442021515,정상
2024-01-01 02:16:00,MOTOR-001,NDE_Bearing,2.96785014438639,1.7502666475576647,5.090594033709493,3.75503823547602,50.05480605195147,1499.8248701811044,경고
2024-01-01 02:17:00,MOTOR-001,DE_Bearing,1.075786271477,1.4948634720282015,3.526489518584003,6.087710964826198,47.83769246778978,1488.458293047727,정상
2024-01-01 02:18:00,PUMP-001,NDE_Bearing,2.1898710185585646,1.2572178542393002,3.6362175550175513,5.7671883819375775,43.29656542388872,1512.5289140671532,주의
2024-01-01 02:19:00,MOTOR-001,Housing,0.8430215877588328,1.3900155780798504,3.5911029815421176,3.5596311478503115,50.49225564301867,1543.6958294995388,정상
2024-01-01 02:20:00,FAN-001,DE_Bearing,1.5503426554207302,1.6482295391031088,3.550785306756726,4.222526281362971,53.7596015949597,1501.7610318265413,주의
2024-01-01 02:21:00,MOTOR-001,Housing,2.9809376933088467,2.562317093059898,4.402362483986103,3.3197541397204704,52.50262203985869,1484.3205066150613,경고
2024-01-01 02:22:00,FAN-001,Housing,3.0452916352275414,1.3109937419421276,5.517518431296707,5.060506327613928,45.87631972973046,1501.5352743974336,경고
2024-01-01 02:23:00,FAN-001,DE_Bearing,2.0276129310718867,1.8019428410573375,4.206258038575291,4.157224204461426,42.41189771794594,1433.7182465615192,주의
2024-01-01 02:24:00,FAN-001,DE_Bearing,2.42361344476734,1.8541547948455597,3.729867470760751,3.937162388462862,42.30969758379217,1487.3544144661357,주의
2024-01-01 02:25:00,PUMP-001,NDE_Bearing,1.1019592956493234,2.2785635270522415,3.9171626597309843,4.734644490506396,44.26662260624782,1438.0294054237995,정상
2024-01-01 02:26:00,PUMP-001,NDE_Bearing,2.210978105665232,1.7336081008244566,3.945189380054718,5.5527646857320345,44.607282739283605,1528.7888071692103,주의
2024-01-01 02:27:00,PUMP-001,Housing,2.4841873515703647,1.8594498949161842,4.101577163748592,4.378673587594901,51.0195479112155,1524.5931322217184,주의
2024-01-01 02:28:00,MOTOR-001,DE_Bearing,4.7762064116103495,2.2598801365445476,4.0488315959785055,5.44007193101345,37.32959843561155,1518.2559666747466,경고
2024-01-01 02:29:00,FAN-001,DE_Bearing,1.4534637514812758,1.40621496741961,4.6177276372619485,4.5069201982216125,46.37453269087152,1475.3512412372868,주의
2024-01-01 02:30:00,PUMP-001,NDE_Bearing,1.8288231523532226,2.050115885956348,3.92332806511892,3.812881369997965,44.11396659937991,1459.9455636793457,주의
2024-01-01 02:31:00,PUMP-001,Housing,1.8711512186191748,1.2287278734905458,4.597871596997445,4.508718054005797,43.09052890894769,1528.3685773880318,주의
2024-01-01 02:32:00,MOTOR-001,Housing,2.3511164400133517,1.7178658085243437,4.30400209851337,4.785043175180123,49.30045777816598,1575.5021901640064,주의
2024-01-01 02:33:00,PUMP-001,NDE_Bearing,2.516461958989079,1.6003892705724017,3.5646814698260365,4.556390315292604,43.399892353720766,1519.0369219388758,주의
2024-01-01 02:34:00,MOTOR-001,DE_Bearing,2.6926882831479073,1.4317802867691671,6.038892878325719,3.995391128772844,46.029234172836766,1545.544282481883,주의
2024-01-01 02:35:00,MOTOR-002,NDE_Bearing,2.6209660933260954,2.1534459409684565,3.715496567931641,3.728484407595313,51.05556669096983,1505.766839626476,주의
2024-01-01 02:36:00,PUMP-001,NDE_Bearing,1.0856281175842781,2.1856330263854935,4.122413240302868,6.014787470645386,45.302610820837934,1491.2506818612028,정상
2024-01-01 02:37:00,MOTOR-002,NDE_Bearing,0.7543575293459098,2.20959974680772,6.472827344240665,4.067136108919959,52.99829487676531,1551.1657517395054,정상
2024-01-01 02:38:00,MOTOR-001,NDE_Bearing,1.5175358938580272,1.8635739176360604,3.8103843884988873,5.291526083680737,42.75677347605996,1498.254029065777,주의
2024-01-01 02:39:00,FAN-001,DE_Bearing,1.8016794600961012,1.2849056835806354,3.550865444153599,4.198233696028523,32.468995955564516,1529.5606198011951,주의
2024-01-01 02:40:00,PUMP-001,NDE_Bearing,1.4669425350038914,1.5767550137536706,4.204073730496329,6.085806234250492,49.24579211204538,1495.7380037987164,주의
2024-01-01 02:41:00,MOTOR-001,DE_Bearing,1.5493930058314178,2.180530381093946,3.786305475021495,6.142433424586388,48.33473310692354,1491.0130273951518,주의
2024-01-01 02:42:00,FAN-001,NDE_Bearing,1.6195451730323418,2.1747472542078206,4.407270887254011,5.6535994381013515,51.88505844069692,1493.9538561496427,주의
2024-01-01 02:43:00,FAN-001,Housing,2.2561246544696276,2.290908710767805,5.23591092768717,4.92343754412051,48.93656317116994,1512.596256439504,주의
2024-01-01 02:44:00,MOTOR-002,DE_Bearing,1.2700933936340093,1.8426711711156962,4.254992876337705,4.805918722354313,54.28464014601206,1487.5230049360314,주의
2024-01-01 02:45:00,MOTOR-001,Housing,1.7785952354839434,1.6389799249882886,4.57694951058271,4.167293996084292,48.36426158846121,1562.325446459879,주의
2024-01-01 02:46:00,FAN-001,NDE_Bearing,1.7841820704656286,1.1107232179180424,4.640358722964187,3.5471817011093374,51.915792256791015,1509.048281964096,주의
2024-01-01 02:47:00,PUMP-001,NDE_Bearing,2.24007406357111,2.1121136464160326,5.263098561885409,3.4189588375077555,51.02126065296557,1494.7049450569898,주의
2024-01-01 02:48:00,PUMP-001,NDE_Bearing,2.80661085640089,1.6751963189058983,4.711861511985143,4.5787905147220185,43.89793195406647,1479.7152831404637,경고
2024-01-01 02:49:00,MOTOR-002,DE_Bearing,3.4168653160810134,1.2929199666450184,7.2862413412645255,6.119479840906197,44.58604881838312,1517.402782954719,경고
